RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL ($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
891,"Pigtoe, heavy (=Judge Tait's mussel)",Pleurobema taitianum,E,3.7,"$382,112.10",99.86%
892,"Snail, flat-spired three-toothed",Triodopsis platysayoides,T,3.67,"$382,115.76",99.86%
893,Ha`iwale,Cyrtandra limahuliensis,T,3.65,"$382,119.41",99.86%
894,Heau,Exocarpos luteolus,E,3.6,"$382,123.01",99.86%
894,Viola helenae (=Sci name),Viola helenae,E,3.6,"$382,126.61",99.86%
896,Haha,Cyanea shipmannii,E,3.55,"$382,130.16",99.86%
897,"Springsnail, Alamosa",Tryonia alamosae,E,3.5,"$382,133.66",99.86%
897,`Aiea,Nothocestrum peltatum,E,3.5,"$382,137.16",99.86%
897,`Oha wai,Clermontia peleana,E,3.5,"$382,140.66",99.87%
897,`Oha wai,Clermontia pyrularia,E,3.5,"$382,144.16",99.87%
897,Alani,Melicope knudsenii,E,3.5,"$382,147.66",99.87%
897,Alani,Melicope pallida,E,3.5,"$382,151.16",99.87%
897,"Bluegrass, Hawaiian",Poa sandvicensis,E,3.5,"$382,154.66",99.87%
897,"Bluegrass, Mann's",Poa mannii,E,3.5,"$382,158.16",99.87%
897,Chamaesyce halemanui (=Sci name),Chamaesyce halemanui,E,3.5,"$382,161.66",99.87%
897,Dubautia latifolia (=Sci name),Dubautia latifolia,E,3.5,"$382,165.16",99.87%
897,Ha`iwale,Cyrtandra tintinnabula,E,3.5,"$382,168.66",99.87%
897,Haha,Cyanea copelandii ssp. copelandii,E,3.5,"$382,172.16",99.87%
897,Hesperomannia lydgatei (=Sci name),Hesperomannia lydgatei,E,3.5,"$382,175.66",99.87%
897,Holei,Ochrosia kilaueaensis,E,3.5,"$382,179.16",99.88%
897,"Iliau, dwarf",Wilkesia hobdyi,E,3.5,"$382,182.66",99.88%
897,Lysimachia filifolia (=Sci name),Lysimachia filifolia,E,3.5,"$382,186.16",99.88%
897,"Mint, Garrett's (=scrub, in part)",Dicerandra christmanii,E,3.5,"$382,189.66",99.88%
897,"Mint, scrub",Dicerandra frutescens,E,3.5,"$382,193.16",99.88%
897,"Mustard, Carter's",Warea carteri,E,3.5,"$382,196.66",99.88%
897,Nehe,Lipochaeta fauriei,E,3.5,"$382,200.16",99.88%
897,Nehe,Lipochaeta micrantha,E,3.5,"$382,203.66",99.88%
897,Nehe,Lipochaeta waimeaensis,E,3.5,"$382,207.16",99.88%
897,"Panicgrass, Carter's",Panicum fauriei var. carteri,E,3.5,"$382,210.66",99.88%
897,"Pawpaw, Rugel's",Deeringothamnus rugelii,E,3.5,"$382,214.16",99.89%
897,Remya kauaiensis (=Sci name),Remya kauaiensis,E,3.5,"$382,217.66",99.89%
897,Remya montgomeryi (=Sci name),Remya montgomeryi,E,3.5,"$382,221.16",99.89%
897,"Schiedea, Diamond Head",Schiedea adamantis,E,3.5,"$382,224.66",99.89%
897,"Ziziphus, florida",Ziziphus celata,E,3.5,"$382,228.16",99.89%
897,Ihi`ihi,Marsilea villosa,E,3.5,"$382,231.66",99.89%
897,Tectaria estremerana (=Sci name),Tectaria estremerana,E,3.5,"$382,235.16",99.89%
927,"Phacelia, clay",Phacelia argillacea,E,3.4,"$382,238.56",99.89%
928,"Chub, Mohave tui",Gila bicolor mohavensis,E,3.3,"$382,241.86",99.89%
928,Aupaka,Isodendrion hosakae,E,3.3,"$382,245.16",99.89%
928,"Bedstraw, El Dorado",Galium californicum ssp. sierrae,E,3.3,"$382,248.46",99.89%
928,"Ceanothus, Pine Hill",Ceanothus roderickii,E,3.3,"$382,251.76",99.89%
928,Cyanea macrostegia ssp. gibsonii (=Sci name),Cyanea macrostegia ssp. gibsonii,E,3.3,"$382,255.06",99.90%
928,"Dogweed, ashy",Thymophylla tephroleuca,E,3.3,"$382,258.36",99.90%
928,"Flannelbush, Pine Hill",Fremontodendron californicum ssp. decumbens,E,3.3,"$382,261.66",99.90%
928,"Manzanita, pallid",Arctostaphylos pallida,T,3.3,"$382,264.96",99.90%
928,"Morning-glory, Stebbins'",Calystegia stebbinsii,E,3.3,"$382,268.26",99.90%
928,"Navarretia, many-flowered",Navarretia leucocephala ssp. plieantha,E,3.3,"$382,271.56",99.90%
928,Stenogyne bifida (=Sci name),Stenogyne bifida,E,3.3,"$382,274.86",99.90%
939,Loulu,Pritchardia munroi,E,3.25,"$382,278.11",99.90%
940,"Curlew, Eskimo",Numenius borealis,E,3.2,"$382,281.31",99.90%
941,"Rattleweed, hairy",Baptisia arachnifera,E,3.17,"$382,284.48",99.90%
942,Lipochaeta venosa (=Sci name),Lipochaeta venosa,E,3.15,"$382,287.63",99.90%
942,Tetramolopium arenarium (=Sci name),Tetramolopium arenarium,E,3.15,"$382,290.78",99.91%
944,Gahnia lanaiensis (=Sci name),Gahnia lanaiensis,E,3.1,"$382,293.88",99.91%
944,Haha,Cyanea procera,E,3.1,"$382,296.98",99.91%
944,"Remya, Maui",Remya mauiensis,E,3.1,"$382,300.08",99.91%
947,"Snake, Atlantic salt marsh",Nerodia clarkii taeniata,T,3.05,"$382,303.13",99.91%
948,`Awiwi,Hedyotis cookiana,E,3.0,"$382,306.13",99.91%
948,`Oha wai,Clermontia oblongifolia ssp. brevipes,E,3.0,"$382,309.13",99.91%
948,`Oha wai,Clermontia oblongifolia ssp. mauiensis,E,3.0,"$382,312.13",99.91%
948,Abutilon eremitopetalum (=Sci name),Abutilon eremitopetalum,E,3.0,"$382,315.13",99.91%
948,Alani,Melicope adscendens,E,3.0,"$382,318.13",99.91%
948,Alani,Melicope mucronulata,E,3.0,"$382,321.13",99.91%
948,Alani,Melicope ovalis,E,3.0,"$382,324.13",99.91%
948,Amaranthus brownii (=Sci. name),Amaranthus brownii,E,3.0,"$382,327.13",99.91%
948,"Bedstraw, island",Galium buxifolium,E,3.0,"$382,330.13",99.92%
948,"Cactus, star",Astrophytum asterias,E,3.0,"$382,333.13",99.92%
948,Ha`iwale,Cyrtandra giffardii,E,3.0,"$382,336.13",99.92%
948,Ha`iwale,Cyrtandra munroi,E,3.0,"$382,339.13",99.92%
948,"Hibiscus, Clay's",Hibiscus clayi,E,3.0,"$382,342.13",99.92%
948,Ko`oloa`ula,Abutilon menziesii,E,3.0,"$382,345.13",99.92%
948,"Leather flower, Alabama",Clematis socialis,E,3.0,"$382,348.13",99.92%
948,Mariscus fauriei (=Sci name),Mariscus fauriei,E,3.0,"$382,351.13",99.92%
948,Myrcia paganii (=Sci name),Myrcia paganii,E,3.0,"$382,354.13",99.92%
948,Palo de Ramon,Banara vanderbiltii,E,3.0,"$382,357.13",99.92%
948,Phyllostegia glabra var. lanaiensis (=Sci nam,Phyllostegia glabra var. lanaiensis,E,3.0,"$382,360.13",99.92%
948,Phyllostegia mannii (=Sci name),Phyllostegia mannii,E,3.0,"$382,363.13",99.92%
948,"Rock-cress, Hoffmann's",Arabis hoffmannii,E,3.0,"$382,366.13",99.92%
948,"Rush-rose, island",Helianthemum greenei,T,3.0,"$382,369.13",99.93%
948,Sandlace,Polygonella myriophylla,E,3.0,"$382,372.13",99.93%
948,Tetramolopium remyi (=Sci name),Tetramolopium remyi,E,3.0,"$382,375.13",99.93%
948,Wahane (=Hawane or loulu),Pritchardia aylmer-robinsonii,E,3.0,"$382,378.13",99.93%
973,"Piperia, Yadon's",Piperia yadonii,E,2.9,"$382,381.03",99.93%
974,Ilex sintenisii (=Sci name),Ilex sintenisii,E,2.8,"$382,383.83",99.93%
974,Pilo,Hedyotis mannii,E,2.8,"$382,386.63",99.93%
976,"Snail, Iowa Pleistocene",Discus macclintocki,E,2.75,"$382,389.38",99.93%
977,"Naupaka, dwarf",Scaevola coriacea,E,2.7,"$382,392.08",99.93%
978,"Skink, bluetail mole",Eumeces egregius lividus,T,2.6,"$382,394.68",99.93%
978,"Cactus, Chisos Mtn. hedgehog",Echinocereus chisoensis var. chisoensis,T,2.6,"$382,397.28",99.93%
978,Pamakani,Tetramolopium capillare,E,2.6,"$382,399.88",99.93%
978,Silene alexandri (=Sci name),Silene alexandri,E,2.6,"$382,402.48",99.93%
982,"Buckwheat, cushenbury",Eriogonum ovalifolium var. vineum,E,2.55,"$382,405.03",99.93%
983,"Duck, Laysan",Anas laysanensis,E,2.5,"$382,407.53",99.94%
983,"`Akoko, Ewa Plains",Chamaesyce skottsbergii var. kalaeloana,E,2.5,"$382,410.03",99.94%
983,`Awikiwiki,Canavalia molokaiensis,E,2.5,"$382,412.53",99.94%
983,`Olulu,Brighamia insignis,E,2.5,"$382,415.03",99.94%
983,Alani,Melicope balloui,E,2.5,"$382,417.53",99.94%
983,Alani,Melicope reflexa,E,2.5,"$382,420.03",99.94%
983,"Birds-in-a-nest, white",Macbridea alba,T,2.5,"$382,422.53",99.94%
983,"Bush-mallow, Santa Cruz Island",Malacothamnus fasciculatus var. nesioticus,E,2.5,"$382,425.03",99.94%
983,"Coneflower, Tennessee purple",Echinacea tennesseensis,E,2.5,"$382,427.53",99.94%
983,Dubautia pauciflorula (=Sci name),Dubautia pauciflorula,E,2.5,"$382,430.03",99.94%
983,"Fringepod (=lacepod), Santa Cruz Island",Thysanocarpus conchuliferus,E,2.5,"$382,432.53",99.94%
983,Gouania hillebrandii (=Sci name),Gouania hillebrandii,E,2.5,"$382,435.03",99.94%
983,Haha,Cyanea mannii,E,2.5,"$382,437.53",99.94%
983,Haha,Cyanea mceldowneyi,E,2.5,"$382,440.03",99.94%
983,"Hedyotis, Na Pali beach",Hedyotis st.-johnii,E,2.5,"$382,442.53",99.94%
983,Ko`oko`olau,Bidens wiebkei,E,2.5,"$382,445.03",99.95%
983,Koki`oke`oke`o,Hibiscus arnottianus ssp. immaculatus,E,2.5,"$382,447.53",99.95%
983,"Kula, wahine noho",Isodendrion pyrifolium,E,2.5,"$382,450.03",99.95%
983,Lysimachia lydgatei (=Sci name),Lysimachia lydgatei,E,2.5,"$382,452.53",99.95%
983,Ma`oli`oli,Schiedea apokremnos,E,2.5,"$382,455.03",99.95%
983,"Malacothrix, island",Malacothrix squalida,E,2.5,"$382,457.53",99.95%
983,Nehe,Lipochaeta kamolensis,E,2.5,"$382,460.03",99.95%
983,Nohoanu,Geranium multiflorum,E,2.5,"$382,462.53",99.95%
983,Pau`ala,Brighamia rockii,E,2.5,"$382,465.03",99.95%
983,Pritchardia remota (=Sci name),Pritchardia remota,E,2.5,"$382,467.53",99.95%
983,"Sandalwood, Lanai or `iliahi",Santalum freycinetianum var. lanaiense,E,2.5,"$382,470.03",99.95%
983,Schiedea haleakalensis (=Sci name),Schiedea haleakalensis,E,2.5,"$382,472.53",99.95%
983,Schiedea lydgatei (=Sci name),Schiedea lydgatei,E,2.5,"$382,475.03",99.95%
983,Schiedea spergulina var. leiopoda (=Sci name),Schiedea spergulina var. leiopoda,E,2.5,"$382,477.53",99.95%
983,Schiedea spergulina var. spergulina (=Sci name),Schiedea spergulina var. spergulina,T,2.5,"$382,480.03",99.95%
983,Schiedea verticillata (=Sci name),Schiedea verticillata,E,2.5,"$382,482.53",99.96%
983,"Silversword, Haleakala (`ahinahina)",Argyroxiphium sandwicense ssp. macrocephalum,E,2.5,"$382,485.03",99.96%
983,"Spurge, telephus",Euphorbia telephioides,T,2.5,"$382,487.53",99.96%
983,Tetramolopium rockii (=Sci name),Tetramolopium rockii,T,2.5,"$382,490.03",99.96%
983,Elaphoglossum serpens (=Sci name),Elaphoglossum serpens,E,2.5,"$382,492.53",99.96%
983,Polystichum calderonense (=Sci name),Polystichum calderonense,E,2.5,"$382,495.03",99.96%
983,"Quillwort, mat-forming",Isoetes tegetiformans,E,2.5,"$382,497.53",99.96%
983,Thelypteris inabonensis (=Sci name),Thelypteris inabonensis,E,2.5,"$382,500.03",99.96%
983,Thelypteris verecunda (=Sci name),Thelypteris verecunda,E,2.5,"$382,502.53",99.96%
983,Thelypteris yaucoensis (=Sci name),Thelypteris yaucoensis,E,2.5,"$382,505.03",99.96%
1023,"Grass, Solano",Tuctoria mucronata,E,2.3,"$382,507.33",99.96%
1023,"Thistle, Suisun",Cirsium hydrophilum var. hydrophilum,E,2.3,"$382,509.63",99.96%
1025,"Pigtoe, flat (=Marshall's mussel)",Pleurobema marshalli,E,2.22,"$382,511.85",99.96%
1025,Stirrupshell,Quadrula stapes,E,2.22,"$382,514.07",99.96%
1027,"Shiner, Cahaba",Notropis cahabae,E,2.2,"$382,516.27",99.96%
1027,"Fern, Alabama streak-sorus",Thelypteris pilosa var. alabamensis,T,2.2,"$382,518.47",99.96%
1029,"Bladderpod, San Bernardino Mountains",Lesquerella kingii ssp. bernardina,E,2.05,"$382,520.52",99.97%
1029,"Daisy, Parish's",Erigeron parishii,T,2.05,"$382,522.56",99.97%
1029,"Milk-vetch, Cushenbury",Astragalus albens,E,2.05,"$382,524.61",99.97%
1029,"Oxytheca, cushenbury",Oxytheca parishii var. goodmaniana,E,2.05,"$382,526.66",99.97%
1033,Rice rat (=silver rice rat),Oryzomys palustris natator,E,2.0,"$382,528.66",99.97%
1033,"Vole, Amargosa",Microtus californicus scirpensis,E,2.0,"$382,530.66",99.97%
1033,"Sparrow, San Clemente sage",Amphispiza belli clementeae,T,2.0,"$382,532.66",99.97%
1033,"Salamander, desert slender",Batrachoseps aridus,E,2.0,"$382,534.66",99.97%
1033,"Beetle, Mount Hermon June",Polyphylla barbata,E,2.0,"$382,536.66",99.97%
1033,"Butterfly, Smith's blue",Euphilotes enoptes smithi,E,2.0,"$382,538.66",99.97%
1033,"Crayfish, cave [no common name]",Cambarus aculabrum,E,2.0,"$382,540.66",99.97%
1033,"Ayenia, Texas",Ayenia limitaris,E,2.0,"$382,542.66",99.97%
1033,"Broom, San Clemente Island",Lotus dendroideus ssp. traskiae,E,2.0,"$382,544.66",99.97%
1033,"Clover, Monterey (=Del Monte)",Trifolium trichocalyx,E,2.0,"$382,546.66",99.97%
1033,Cranichis ricartii (=Sci name),Cranichis ricartii,E,2.0,"$382,548.66",99.97%
1033,"Crownbeard, big-leaved",Verbesina dissita,T,2.0,"$382,550.66",99.97%
1033,"Dudleya, Santa Cruz Island",Dudleya nesiotica,T,2.0,"$382,552.66",99.97%
1033,"Holly, Cook's",Ilex cookii,E,2.0,"$382,554.66",99.97%
1033,"Larkspur, San Clemente Island",Delphinium variegatum ssp. kinkiense,E,2.0,"$382,556.66",99.97%
1033,"Milk-vetch, coastal dunes",Astragalus tener var. titi,E,2.0,"$382,558.66",99.98%
1033,"Mountain-mahogany, Catalina Island",Cercocarpus traskiae,E,2.0,"$382,560.66",99.98%
1033,"Potentilla, Hickman's",Potentilla hickmanii,E,2.0,"$382,562.66",99.98%
1033,"Seablite, California",Suaeda californica,E,2.0,"$382,564.66",99.98%
1033,"Water-plantain, Kral's",Sagittaria secundifolia,T,2.0,"$382,566.66",99.98%
1033,"Cypress, Gowen",Cupressus goveniana ssp. goveniana,T,2.0,"$382,568.66",99.98%
1054,"Pussypaws, Mariposa",Calyptridium pulchellum,T,1.9,"$382,570.56",99.98%
1055,"Moth, Kern primrose sphinx",Euproserpinus euterpe,T,1.8,"$382,572.36",99.98%
1055,"Alopecurus, Sonoma",Alopecurus aequalis var. sonomensis,E,1.8,"$382,574.16",99.98%
1055,"Butterwort, Godfrey's",Pinguicula ionantha,T,1.8,"$382,575.96",99.98%
1055,"Clover, showy Indian",Trifolium amoenum,E,1.8,"$382,577.76",99.98%
1059,"Taraxacum, California",Taraxacum californicum,E,1.7,"$382,579.46",99.98%
1060,"Reed-mustard, Barneby",Schoenocrambe barnebyi,E,1.6,"$382,581.06",99.98%
1061,"Skipper, Pawnee montane",Hesperia leonardus montana,T,1.5,"$382,582.56",99.98%
1061,"Cactus, Key tree",Pilosocereus robinii,E,1.5,"$382,584.06",99.98%
1061,"Gourd, Okeechobee",Cucurbita okeechobeensis ssp. okeechobeensis,E,1.5,"$382,585.56",99.98%
1061,"Harebells, Avon Park",Crotalaria avonensis,E,1.5,"$382,587.06",99.98%
1061,"Polygala, Lewton's",Polygala lewtonii,E,1.5,"$382,588.56",99.98%
1061,"Snowbells, Texas",Styrax texana,E,1.5,"$382,590.06",99.98%
1061,"Quillwort, black spored",Isoetes melanospora,E,1.5,"$382,591.56",99.98%
1068,"Water-willow, Cooley's",Justicia cooleyi,E,1.32,"$382,592.88",99.98%
1069,"Warbler, Bachman's",Vermivora bachmanii,E,1.3,"$382,594.18",99.98%
1069,"Allocarya, Calistoga",Plagiobothrys strictus,E,1.3,"$382,595.48",99.98%
1069,"Barberry, Truckee",Berberis sonnei,E,1.3,"$382,596.78",99.98%
1069,"Bluegrass, Napa",Poa napensis,E,1.3,"$382,598.08",99.99%
1069,"Brodiaea, Chinese Camp",Brodiaea pallida,T,1.3,"$382,599.38",99.99%
1069,"Checker-mallow, Kenwood Marsh",Sidalcea oregana ssp. valida,E,1.3,"$382,600.68",99.99%
1069,"Clarkia, Vine Hill",Clarkia imbricata,E,1.3,"$382,601.98",99.99%
1069,"Lessingia, San Francisco",Lessingia germanorum (=L. g. var. germanorum),E,1.3,"$382,603.28",99.99%
1069,"Lily, Pitkin Marsh",Lilium pardalinum ssp. pitkinense,E,1.3,"$382,604.58",99.99%
1069,"Manzanita, Presido (=Raven's)",Arctostaphylos hookeri var. ravenii,E,1.3,"$382,605.88",99.99%
1069,"Meadowfoam, Butte County",Limnanthes floccosa ssp. californica,E,1.3,"$382,607.18",99.99%
1069,"Meadowfoam, Sebastopol",Limnanthes vinculans,E,1.3,"$382,608.48",99.99%
1069,"Milk-vetch, Clara Hunt's",Astragalus clarianus,E,1.3,"$382,609.78",99.99%
1069,"Navarretia, few-flowered",Navarretia leucocephala ssp. pauciflora,E,1.3,"$382,611.08",99.99%
1069,"Sedge, white",Carex albida,E,1.3,"$382,612.38",99.99%
1069,"Stonecrop, Lake County",Parvisedum leiocarpum,E,1.3,"$382,613.68",99.99%
1069,"Sunburst, Hartweg's golden",Pseudobahia bahiifolia,E,1.3,"$382,614.98",99.99%
1069,"Sunburst, San Joaquin adobe",Pseudobahia peirsonii,T,1.3,"$382,616.28",99.99%
1069,"Thistle, Loch Lomond coyote",Eryngium constancei,E,1.3,"$382,617.58",99.99%
1069,"Vervain, Red Hills",Verbena californica,T,1.3,"$382,618.88",99.99%
1089,"Whale, bowhead",Balaena mysticetus,E,1.25,"$382,620.13",99.99%
1090,"Darter, watercress",Etheostoma nuchale,E,1.2,"$382,621.33",99.99%
1090,"Silverside, Waccamaw",Menidia extensa,T,1.2,"$382,622.53",99.99%
1090,"Buttercup, autumn",Ranunculus acriformis var. aestivalis,E,1.2,"$382,623.73",99.99%
1093,"Bulrush, Northeastern (=barbed bristle)",Scirpus ancistrochaetus,E,1.17,"$382,624.89",99.99%
1094,"Clubshell, black (=Curtus' mussel)",Pleurobema curtum,E,1.13,"$382,626.02",99.99%
1095,"Cougar, eastern",Felis concolor couguar,E,1.1,"$382,627.12",99.99%
1095,"Cactus, Cochise pincushion",Coryphantha robbinsorum,T,1.1,"$382,628.22",99.99%
1097,"Gambusia, Clear Creek",Gambusia heterochir,E,1.0,"$382,629.22",99.99%
1097,"Shiner, Palezone",Notropis sp.,E,1.0,"$382,630.22",99.99%
1097,"Three-ridge (mussel), fat",Amblema neislerii,E,1.0,"$382,631.22",99.99%
1097,"Marstonia (snail), royal (=obese)",Pyrgulopsis ogmoraphe,E,1.0,"$382,632.22",99.99%
1097,"Snail, painted snake coiled forest",Anguispira picta,T,1.0,"$382,633.22",99.99%
1097,"Bonamia, Florida",Bonamia grandiflora,T,1.0,"$382,634.22",99.99%
1097,"Buckwheat, scrub",Eriogonum longifolium var. gnaphalifolium,T,1.0,"$382,635.22",100.00%
1097,"Cactus, black lace",Echinocereus reichenbachii var. albertii,E,1.0,"$382,636.22",100.00%
1097,"Cactus, Lloyd's hedgehog",Echinocereus lloydii,E,1.0,"$382,637.22",100.00%
1097,"Cactus, Nellie cory",Escobaria minima,E,1.0,"$382,638.22",100.00%
1097,"Cat's-eye, Terlingua Creek",Cryptantha crassipes,E,1.0,"$382,639.22",100.00%
1097,"Liveforever, Santa Barbara Island",Dudleya traskiae,E,1.0,"$382,640.22",100.00%
1097,"Mint, Lakela's",Dicerandra immaculata,E,1.0,"$382,641.22",100.00%
1097,"Wild-buckwheat, gypsum",Eriogonum gypsophilum,T,1.0,"$382,642.22",100.00%
1111,"Pocketbook, speckled",Lampsilis streckeri,E,0.8,"$382,643.02",100.00%
1111,"Sandwort, Cumberland",Arenaria cumberlandensis,E,0.8,"$382,643.82",100.00%
1113,Rock-cress,Arabis perstellata,E,0.7,"$382,644.52",100.00%
1114,"Reed-mustard, clay",Schoenocrambe argillacea,T,0.6,"$382,645.12",100.00%
1114,"Ridge-cress (=pepper-cress), Barneby",Lepidium barnebyanum,E,0.6,"$382,645.72",100.00%
1114,"Rosemary, Cumberland",Conradina verticillata,T,0.6,"$382,646.32",100.00%
1117,"Darter, Maryland",Etheostoma sellare,E,0.5,"$382,646.82",100.00%
1117,"Butterfly, Behren's silverspot",Speyeria zerene behrensii,E,0.5,"$382,647.32",100.00%
1117,"Butterfly, lotis blue",Lycaeides argyrognomon lotis,E,0.5,"$382,647.82",100.00%
1117,"Aster, Florida golden",Chrysopsis floridana,E,0.5,"$382,648.32",100.00%
1117,"Beargrass, Britton's",Nolina brittoniana,E,0.5,"$382,648.82",100.00%
1117,"Bellflower, Brooksville",Campanula robinsiae,E,0.5,"$382,649.32",100.00%
1117,"Jacquemontia, beach",Jacquemontia reclinata,E,0.50,"$382,649.82",100.00%
1117,"Mint, longspurred",Dicerandra cornutissima,E,0.50,"$382,650.32",100.00%
1117,"Pawpaw, beautiful",Deeringothamnus pulchellus,E,0.50,"$382,650.82",100.00%
1117,"Prickly-apple, fragrant",Cereus eriophorus var. fragrans,E,0.50,"$382,651.32",100.00%
1117,"Wings, Pigeon",Clitoria fragrans,T,0.50,"$382,651.82",100.00%
1128,"Snail, noonday",Mesodon clarki nantahala,T,0.40,"$382,652.22",100.00%
1128,"Groundsel, San Francisco Peaks",Senecio franciscanus,T,0.40,"$382,652.62",100.00%
1130,"Bladderpod, Spring Creek",Lesquerella perforata,E,0.30,"$382,652.92",100.00%
1130,"Irisette, white",Sisyrinchium dichotomum,E,0.30,"$382,653.22",100.00%
1132,"Woodpecker, ivory-billed",Campephilus principalis,E,0.20,"$382,653.42",100.00%
1132,"Darter, relict",Etheostoma chienense,E,0.20,"$382,653.62",100.00%
1132,"Bittercress, small-anthered",Cardamine micranthera,E,0.20,"$382,653.82",100.00%
1132,"Cress, toad-flax",Schoenocrambe suffrutescens,E,0.20,"$382,654.02",100.00%
1136,"Beardtongue, Penland",Penstemon penlandii,E,0.10,"$382,654.12",100.00%
1137,"Birch, Virginia round-leaf",Betula uber,T,0.06,"$382,654.18",100.00%
1138,"Seal, guadalupe fur",Arctocephalus townsendi,T,-,"$382,654.18",100.00%
1138,"Vole, Florida salt marsh",Microtus pennsylvanicus dukecampbelli,E,-,"$382,654.18",100.00%
1138,"Crow, white-necked",Corvus leucognaphalus,E,-,"$382,654.18",100.00%
1138,"Anole, Culebra Island giant",Anolis roosevelti,E,-,"$382,654.18",100.00%
1138,"Salamander, Shenandoah",Plethodon shenandoah,E,-,"$382,654.18",100.00%
1138,"Cavefish, Alabama",Speoplatyrhinus poulsoni,E,-,"$382,654.18",100.00%
1138,"Slabshell, Chipola",Elliptio chipolaensis,T,-,"$382,654.18",100.00%
1138,"Snail, Virginia fringed mountain",Polygyriscus virginianus,E,-,"$382,654.18",100.00%
1138,"Amphipod, Hay's Spring",Stygobromus hayi,E,-,"$382,654.18",100.00%
1138,"Isopod, Madison Cave",Antrolana lira,T,-,"$382,654.18",100.00%
1138,"Shrimp, Kentucky cave",Palaemonias ganteri,E,-,"$382,654.18",100.00%
1138,"Shrimp, Squirrel Chimney Cave (=Florida cave)",Palaemonetes cummingi,T,-,"$382,654.18",100.00%
1138,"Bidens, cuneate",Bidens cuneata,E,-,"$382,654.18",100.00%
1138,"Bladderpod, lyrate",Lesquerella lyrata,T,-,"$382,654.18",100.00%
1138,"Bluecurls, Hidden Lake",Trichostema austromontanum ssp. compactum,T,-,"$382,654.18",100.00%
1138,"Leather flower, Morefield's",Clematis morefieldii,E,-,"$382,654.18",100.00%
1138,"Manaca, palma de",Calyptronoma rivalis,T,-,"$382,654.18",100.00%
1138,"Oak, Hinckley",Quercus hinckleyi,T,-,"$382,654.18",100.00%
1138,"Paintbrush, ash-grey",Castilleja cinerea,T,-,"$382,654.18",100.00%
1138,"Pondweed, Little Aguja Creek",Potamogeton clystocarpus,E,-,"$382,654.18",100.00%
1138,"Prickly-ash, St. Thomas",Zanthoxylum thomasianum,E,-,"$382,654.18",100.00%
1138,"Rosemary, Etonia",Conradina etonia,E,-,"$382,654.18",100.00%
1138,"Rosemary, short-leaved",Conradina brevifolia,E,-,"$382,654.18",100.00%
1138,"Sandwort, Bear Valley",Arenaria ursina,T,-,"$382,654.18",100.00%
1138,"Walnut, West Indian or nogal",Juglans jamaicensis,E,-,"$382,654.18",100.00%
1138,"Wild-buckwheat, southern mountain",Eriogonum kennedyi var. austromontanum,T,-,"$382,654.18",100.00%
1138,Adiantum vivesii (=Sci name),Adiantum vivesii,E,-,"$382,654.18",100.00%
1138,"Fern, Aleutian shield",Polystichum aleuticum,E,-,"$382,654.18",100.00%
1138,"Fern, Elfin tree",Cyathea dryopteroides,E,-,"$382,654.18",100.00%
